Functions,Hall,Line,Shift,Nr QR Codes,Day,Tag Name,Link for QR code,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,MFP-GL,MFP-Planner,PT,MSE,VSM,MFE-GL,MFE Process Engineer,MFE Process Technician,MFE Team Leader,MFE Foreman,MFE Line Responsible,MFE Maintenance coordinator,MFE Shiftleader,Quality Technician,MOE-T
,Hall 2,DASy SOBE,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hZp1L2u3Sp1L2u3SOHryBQb9v3fxGcpxsfOgG2Uw41wDqrznu76JH73RPNs1L2a3S4hIkH362p1L2u3S,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,DC_DC_3,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX198ZXAdm1ap1L2u3SP1PYVR1F1FWEL3hNok0LNNIdDGdQTzm7kQU8nv6mGB9D,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,D-SAM,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hLyvxN5Du4s1L2a3S4hxp4ccvlzd1idzuDNz5RZ2W4sWinMyBjukRdlg0xTh7f,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,EBS3 L1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3S0k75OPTp1L2u3SRTKG9vgXJYFs1L2a3S4huwKTp1L2u3SZ2fBM9LwwjOyZlwxq4gWinFrDFbZ,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,EBS3 L2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX180SsaxOHXOfxTdJJHjxJHB56Ob4aBXvnEprzwmObp1L2u3SCP9uHCX82kI9c,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,Flashing AE-BE,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3StpTkBjwremVp1L2u3SmCuj6RkztPs27CO24Is1L2a3S4h82q37ZNVp1L2u3S0l2QOdVfprEB9,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,Gateway_Flexline L2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19AsRk2iwJnc1hdbzjpxKRoSm72iLiP7s1L2a3S4hpxf2xSZsc1ptKhQdCtBGC7,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,GATEWAY_Preassembly,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hYeORccQhoGjPYXbMYCAJCnKJxRumduJ1RGnI3Gg5CZjFtdAmndA30,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,GW_FLEXLINE,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18eubbp1L2u3S0IsSA8CU3jCb4AR15cQSwqOkXIACmFxzQRzet5bzXiYbK5uW,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,GW_FLEXLINE_SOBE,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18VyZDQZ8nJoiB9wfxoDBp1L2u3STlBvIBk6CM5inHEofkgaHvs3LstpSpj7L,,,,,,,,,PT,,,,,,,,,,,,
,Hall 2,HCP5 NRCS L3,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1913oquFkgeyhduq79azIljKKIlV5p1L2u3ShOJOc69p2m6egp1L2u3STNgCp1L2u3Sc63f0O,,,,,,,,,PT,,,,,,,,,,,,
,Hall 2,ICAM,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SHsFglEWKcSz39beUQWJmQCp1L2u3StbfVLYp1L2u3SgGqhYIeRadQOlVyeTeimWGn,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI_10,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18s1L2a3S4hqRyiUL5zvrAx6ygrYmnd3OfnPT2Zvre338TPF7s1L2a3S4h7acFRfFrqyaXl,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SDcnGmSie6rqMXEoK898pq8weEEBquSs1L2a3S4hhikixzH3zHJ7qpUBYTQWYw,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI2_3,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19QT9j0GtOp1L2u3So8rE6MHItAkGgbG0w5R11ZTXp4j6xqtdQs1L2a3S4hpp1L2u3SIJiXN1uj,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI4,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SYP1dQeeikX5p1L2u3S8s1L2a3S4hdaRZ9i3Ns1L2a3S4hgEgCn15v53Z8uFC8yOxEeH3v2CzI0P,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI Pool_MLB_5_8_9,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX193scvhTzR5uYusE5bknggX87MJBZmkeks1L2a3S4hZ5LEYIeg1kHzXfU6DCz6t,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,SPI6_7,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19hDXuebDgf13148x7N1LjZj9Gh7nCwp1L2u3S8s1L2a3S4huMd9TAs1L2a3S4hSIq7IZ8Q2q9WC0,,,,,,,,,PT,,,,,,,,,,,,
,Hall 1,Flashing AE-BE,1,1,,Line Focus,,,MFO-SL,MFO-FM,MFO-GL,,,,,,,,,,,,,,,,,
,Hall 1,Aftermarket Line,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hPVFtsGgZer8KKgFFIroV8Wf9fXYGFkVN9vUGTAzWPwwfS8sSR9xaJ,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18uynXII1ZXnzx9xTxm3irXrrExhKwb0HjfM78Sx8Xbq4KPHJ1Rgiys1L2a3S4h,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM L2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3STDAjmF8XpOBq18zM3vGZp1L2u3SC6EZShTp1L2u3SQi4s1L2a3S4hBs1L2a3S4hs59SMhF8dA4E7DXmsy,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM L3,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX191vn7ffBZ5M8TDBWAxw0XdLf5eU8s1L2a3S4h3vG20rRX3mshUGp1L2u3SlWsAWehzKS,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM L4,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SklcUqNbtU7KR1dwioEFV8HzZbyRiPY05pySqxqzn2Np1L2u3Styf6fsaJ5w,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM L5,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hrU8d4mus1L2a3S4hBKktTPWnBAdt5pWYPs1L2a3S4hBF9jb4DcCIwSr8AkeZE8jC5KlfN,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM Pressfit,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hU7D5FGebmQMYm6WyOzEE4at1Yix8dH2ZoTz6cKNnjwjscKzgd6HFH,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,BCM SOBE,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19u4rJIJquUlFPkp1L2u3ScyY4JMjIqcInSvfgXPHTZu73Wp1L2u3S8nOtVoL1cAc66,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 2,DASy NRCS L1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SaL8hfh0DjQYDykxIs1L2a3S4htiLDjp1L2u3Ss1L2a3S4hyXmLCxmuoIYls1L2a3S4hqqwVerGds1L2a3S4h6Xw3x1A,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 2,DASy NRCS L2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hkJmb5cpw54gbxpIo3z2bkuhsQPn4NKxJaCi6HrX28Eg9cqMLCE3IB,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 2,DASy SOBE,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hZw7cfs1L2a3S4hXCZORtXt2qNRK1GxuVEXqljNIUbARHlMIRZEjt89Zs1L2a3S4hyBMwR,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,DC_DC_3,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hToVHiRL70z6bxfNEBFD5KhutiyM2wqoRKEbcK5kFZodgZGNyAcbdA,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,D-SAM,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SaJY3FHSiSd4lZygSGJekCXOkVlhDTIQLb0uSAs1L2a3S4hBGBgp1L2u3ScPMhuALc0u,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,EBS3 L1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hQ0Sp1L2u3SGaCjFGhxbj7oej3MoMZ7yIFkMy53u7DSsxQTwu6RvvtSrmIfH,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,EBS3 L2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18VxkUkqxYIQZ1a5h1V4B3sGtMMqmDyrnflyp7zqGqhLpdXQ68Jqdp1L2u3SA,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,Flashing AE-BE,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h335iX8Kp1L2u3Sr8595wC5BAgW3xIKqC8pK86cGzO4gKkol7BanuN3QNCxS,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,Gateway_Flexline L2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19OCWh74CvlIU5bxxQZl6LLLsgm9G3205IYbBQNcjvYP0fSIqTVK064,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,GATEWAY_Preassembly,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19vCC0QjwqE4qGfLZHIFykynaT9IaRs1L2a3S4h36tt6a3XFgb0NzMqw39mI6vJ,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,GW_FLEXLINE,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SOyl0u38DdhujCQzp1L2u3Seal1Ci4iexLrqCa4BKFVq17c1czy6cyHXLlFu,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,GW_FLEXLINE_SOBE,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hkvvHmoJ10T83IbS7ciAoP9p1L2u3SYFUY1IdHw2h4yqB79uFEvKjrcNNs1L2a3S4hzm,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 2,HCP5 NRCS L3,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SxLfzpNKO8lBOhpQqsp1L2u3SHzhms1L2a3S4hPG5gajBgDs1L2a3S4hEYfApBMqv42RDXep1L2u3SmRmx,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 2,ICAM,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Q7qhWs1L2a3S4hjeBgZON6IKeX4MO7PqdIO8Hc1fJNlTZFBfs1L2a3S4hCMgs1L2a3S4hBuOSnvY6,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI_10,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hNXKlujANEaKQh11Os1L2a3S4hNSiEMgtVFyz2XUPtJU5CAPRjgtccD0Vt61QB,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hP897u8taQJwCH5To9KuUx4NBOyp1L2u3SizMgk6q1iRRPoErMfjlYxTv306,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI2_3,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hQcilCtkUryfZiVZqZMGqueCjOKBOShbwpyE2iynvJl6xrMQMrTOO4,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI4,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hK4GU1B5dKtUHSTxXps1L2a3S4h7v3emouEN2YqQcp1L2u3SQ4pCNQFCmSJvAl608g2V,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI Pool_MLB_5_8_9,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX181lJ7Zhs1L2a3S4hP55lgT8BgCz9JJ484EPhTUo7cGhZ5n4gilbRQ9Mrs1L2a3S4hJdX9N,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,SPI6_7,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18yx2FeSC81QgxNwtHmBZp1L2u3S5xvvgbv4dysWB64xKOJpBVYI5rpmVyvks1L2a3S4h,,,,,,,,,,MSE,,,,,,,,,,,
,Hall 1,Aftermarket Line,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19dfWSiH5W5C41sZpoAZCf865mRZUC8Es1L2a3S4hvUW1AzQ75lRv7qpaMN1Y33,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hnGTDjV7rM951naMduHABwMBnVEIE2wjWyzOUAhxJU22gk6qT5GPZJ,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM L2,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hPYJ78up1L2u3Ss1L2a3S4hxs1L2a3S4hH9k5p1L2u3Sns1LFGFVCtlilFPpngs2OH8as1L2a3S4hlL9bjhGHhZToe,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM L3,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hZREQAsgGKKj0XRMLtCDF6JwaUYvevNe0lYVlR68kCdEEQbrATeepo,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM L4,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3S6MXJ96iBMWmfZzVN55yhn3Hps1L2a3S4hIePx3bITfKjxRp1L2u3Sqs1L2a3S4htutOqE5GGNYD,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM L5,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18YK9s1L2a3S4hu5kMFx3Ilab1EQPlemOkaYE8fbu3hK3qkbeiVmSIPZ6gyK7ke,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM Pressfit,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18JXPrcqkSkbds1L2a3S4hahPwPb1h6gEsyKnXe8R2qaCoLZy7CmT3mW7tsPl9p,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,BCM SOBE,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18RyuR7z8j9fHFqyCnlNB5BNz6dJon5lSP8LNb22dVAgXths1L2a3S4hp4vNt6a,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 2,DASy NRCS L1,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18p1L2u3SSvNC9s26K2qs1L2a3S4hZRLc7ZOuxpKEmGDXErnFsMvOAkqP3zqBJVFos4lj,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 2,DASy NRCS L2,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18ip8ovqnaLwtT1cjf1TpaG7YEcBl4cmb7f3zs1L2a3S4hnCVvI6V3XsqjZYalT,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 2,DASy SOBE,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18gnLiMY3c8BezuHv1zI6MTLs1L2a3S4heBiZ3W9JF53mvg58gV07kPj8V47es1L2a3S4hs,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,DC_DC_3,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19UpjCEci0PkjFnJo1LP40mtbkp0V7ef6Idcp1L2u3SXmnDo8CMSQWUW2JBOr,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,D-SAM,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX189w0pK1FvAsGTH3JH4xp1L2u3STLeIghRbs1L2a3S4h5RGfWAXKHqbYO3axdv16tXoTr,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,EBS3 L1,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hs1L2a3S4hNbF2P3X6UFYx9rGccQOndyKhrWQqX502EJKsgeeIOV97vbp1L2u3SXWxyP,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,EBS3 L2,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18By1jRDTGepHsPPQ3g8DYTIbgEsBklMwHkqcsOnPScxPLz7h80pcvM,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,Flashing AE-BE,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hs1L2a3S4hdPD86qbWsNOqNJSU4ACFJvmypxM3OS0QFs1L2a3S4hO51RWXE56Rn6p1L2u3S4Ok29,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,Gateway_Flexline L2,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hp1L2u3SWAcXn6nL2s1L2a3S4hJjw1Xlyu6p1L2u3Squzxs18o5DduLYdC2s94FOHCtXc5p1L2u3SFhm,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,GATEWAY_Preassembly,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19uRssZ1CZr9Nu84jrEQs1L2a3S4hs1L2a3S4hl61kTEBfEb54wIbBI5JEXqTnWMBoUPOlS,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,GW_FLEXLINE,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SeobR8dhwwupnlzh0XGhAo61BRGGXa8QWy01LAZtKItGcb2USX5Z17,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,GW_FLEXLINE_SOBE,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hVKVVH9uMnVaotp1L2u3S9GE3r6s1L2a3S4hr3oWFb4EfGwAUxISYjPuj7YXV2CVqEXk,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 2,HCP5 NRCS L3,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SsTO7BDmUK26fAOl53B50K78d2H6CeBus1L2a3S4hyYOV2iYRH4dQtJam60Hcs1L2a3S4h,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 2,ICAM,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3ShaYo6dLgZ16dBlRoxBCeKnbymEMuhKKeUzQ9SbU9cBTs1L2a3S4hojPjRoc0T,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,SPI_10,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18r6lBrpAUGbnwMbAirrXfHEz7OaRCrGNBNfT5gQoNfMbyoV9fqAsuI,,,,,,,,,,,VSM,,,,,,,,,,
,Hall 1,SPI1,1,1,,MOE4 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SggWBZs1L2a3S4h3FWCW63izB7qFFe2XLiG4s1L2a3S4hsDk1UpuFms1L2a3S4hWaRYIaRe7BM3ZJJ,,,,,,,,,,,VSM,,,,,,,,,,
