Functions,Hall,Line,Shift,Nr QR Codes,Day,Tag Name,Link for QR code,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,MFP-GL,MFP-Planner,PT,MSE,VSM,MFE-GL,MFE Process Engineer,MFE Process Technician,MFE Team Leader,MFE Foreman,MFE Line Responsible,MFE Maintenance coordinator,MFE Shiftleader,Quality Technician,MOE-T,MFE Technical coordinator
,Hall 2,MSA06_FA2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19vOfJOXRhWN0grH42WzIX8wxwQqGzP46ZEB9MALuTaJRiZ0rbCoMxy,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA07_FA1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19igx5FK1WPj9CArMQZNFadrnVvgBP9dMbZ4ll7z7LgcQxOhEszlmXk,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA08_Coating,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX194hwGYzeamva02MBWUp1L2u3SL3iU9fQ9FsyfOJVvSKTWfds1L2a3S4h3up1L2u3SFNPYtn5sQ,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA08_FA1.1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18GwxuyhZLakRdMF3avus1L2a3S4hXaYwMv29lHcr8ny8l1EAR3s2hXvIPpgzTw,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA08_FA1.2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SVOQyI2NMp07uhvtCbjSzseP5js4a3EWbbcQ78a4t0tZJRcBrJVbDR,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA08_FA2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18lLyp1L2u3SFwquts1L2a3S4hoquVMUXqLbPsEIlnWOmn91s1L2a3S4hRtmXCmTxqoUHvgk8p1L2u3SDB2,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA09_FA1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hLrxUIY0zLHI4kCpedJainGhV0r3qL5DJyOS4uX000vFs1L2a3S4h5Gtq3PuQ8,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,MSA09_FA2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4htIkpbPhmz6wDvznVyX9sHepv1qY9PPE8JB9kHLUuVEW6ds1L2a3S4hZcShlBJ,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA10_FA1.1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SMcChZV9us1L2a3S4hDYcfEg4tPvYoOY4qu0VJ6Vlg7nCtCos1L2a3S4hJL5YEMZpIi9kN,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA10_FA1.2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SpWmoDLbmbEt8EXbhfnId1Z7GBTs1L2a3S4hnm7klMqePIGcGyCXJQDxp1L2u3SK4Gko,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA1011_FA2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hEbgscjMTjwMVqYs1L2a3S4h8qfB96rMylPXegjD3itOvk4LYjHZSmZFAKZjS1,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA11_FA1.1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19I1FwYKXRjGlpLtUFiuhUk023FfGp1L2u3SQ32XUirUNp1L2u3Sp1L2u3SuXp4AKCUs1L2a3S4hRBHvv,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA11_FA1.2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18965DzCwvyleXtXReV6aDPkVGbFVrqj5I7a1kv0CsPWRqb6kvPI1ls,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA12_FA1,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Arpn7uasNTerp1L2u3SOQXs1L2a3S4hVefgTqTWdlleh87fba0dfWQE5Zg5H1flhw5a,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 2,MSA12_FA2,1,1,,PT Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18IuSdPa2iOwpIEVJ2Jgq18xdN2YQ2mXwIl8LZUUJxp1L2u3SknmYBgsFEYqp1L2u3S,,,,,,,,,PT,,,,,,,,,,,,,
,Hall 3,Cooling Pipe Assembly,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hEgVZFnrLviJLBoeKSp4s1L2a3S4hw1wEDCCOxJDWlHzbtV5Yed7lfVhcCEjfl,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,EPC,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18Mvb4Ytp1L2u3SMsUdf4nw0p1L2u3SimsdKTpFrsKvB4C1l8XxgdOES3Bs1L2a3S4hihxsXKKp,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,EPS3,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hRYHmWA0fVBC2CmkSozOjdAOddejuuXs1L2a3S4hayeCIhz2fzOykPSgWnTkYC,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,FABS2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hKfIQsRs1L2a3S4hQwg4bdy0gpvOZp1L2u3SzsPys3tcHBdd1Vs8jAgm7kzFagLkQY0I,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,Laser finishing,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18kXKv9vdhVItdyj7VAXrts1L2a3S4h4RUIBE93Eqs1L2a3S4h9eLQEDEqnxLs6RBSDf3S1,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA01_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19rP9kvI21abt763sZgCXlL5XaN5s1L2a3S4ha5bFo2faxMSCI7uzJCs1L2a3S4hKZaeCpt,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA0102_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX184StliDDRezprebsxURH1HgtI1KzTQxyDksw7EcJs1L2a3S4huqCp2s1L2a3S4hMbqBp09,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA02_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18AnU1cjVON2s1L2a3S4heT50r6GmPmeQ0xcSgATKAts1L2a3S4hfLg3W35gJmxgJh5P9L4,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA03_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18Fpls1L2a3S4h0HIw1yoKp1L2u3SwIWBrxjkp1L2u3S2p1L2u3SzoQ2xK9N6zEERKxae1MWShoUEXbyK,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA0304_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19TLBtnEbwdrJ2wvMNf5p1L2u3SdTEEtZXKYfQzbI6qIiIhKHQr4GvCY2wert,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA04_FA1.1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hwx0PSSloomYfX4rC39Q61D7r6tp1L2u3SUykNS2p1L2u3Snp1L2u3SJVDgST6a6h5QxgCpm,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA04_FA1.2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19ysBOOjIbS7yUqXF45uAis1L2a3S4h70DCp1L2u3Sf4AOGiZcozTp1L2u3SPtyNR69HQWqcASf,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA05_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h1H4QCqjuGwDs9JGxp1L2u3SdKO44pyrxv0qc4OG4dmMl4Bp5ErS2yIQvpoL,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA0507_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19KYfwzc6ixOLlyrqYEYPelXwxYUGLsolVtbou7jYV9wu4RfMp1L2u3SI7Ow3,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA06_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18Is1L2a3S4h78atQuPtZYv0I8WGN3cMyVBMl24LvnRAp1L2u3SFZyLCzWEx7vfdHszXS,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA06_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19C1UtAnWBFDnq63c83QArEAM5Mjva4TD23twOn2AsfCvJ6v61lCwp1L2u3Sx,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA07_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19oNrw69IHS4wQQRzoBrvxXIuazbsNZijmFdTxt7thYbrlyE7ILZoWX,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA08_Coating,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX193lL0rLXoeYzPzYRAYye285bG8K3xgp1L2u3Sax832zWB72WgF9SEnlQMf0O,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA08_FA1.1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h2UQMQ0Wcs1L2a3S4hW203AuimRGoejtcK8rLATriyxwbkNa4MaDS8PDFo59Tb,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA08_FA1.2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Elces1L2a3S4huwxjZIaXalEMjyk1VFJgSRyn4nSg3AfYKDytIATJHLEE0orp1L2u3S,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA08_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19zol2ZX2qdnJKKXWmfdYAqqpPiDs1L2a3S4hwDVSNqs1L2a3S4hDps1L2a3S4hEMNEwtWVDYFZPbeW,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA09_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SoMd3cRUT1a4Bp1L2u3Srk2l8p1L2u3S4ubpSNIU46p1L2u3SXa43FDsP4E79m4ME2Dymbkc,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,MSA09_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Mr3l9vtyC9CnrVyfi23bSLYlqx3fMUR1as1L2a3S4hXbABywliGbReUIUDPWZ,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA10_FA1.1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h3nCjAz1UCGqvoIDZaq5zjwHBVeTKAs1L2a3S4hJp1L2u3SYx5Y6Vn0AZ7mcVBrnWv6J,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA10_FA1.2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SV9zsujUbZSf4BxTnNMe8drph4raYkGZSnkr1QgF7ntJcyvyqri8Kb,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA1011_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hZdv4a5vO10z4Rf6DACyqcK9qylvf8Ecs1L2a3S4hpxPHWTzE8TPzKerVCms1L2a3S4hLp1L2u3S,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA11_FA1.1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18aAgz3skYics1L2a3S4hd9qDxp1L2u3S0n8qGjFb6CzYp1L2u3S3g4YM2B9mEY0uXCp1L2u3SjLGsIFL,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA11_FA1.2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18m7iGOZFs1L2a3S4hqEs4TsMFewp1L2u3SwsQv5SDr6Ogp1L2u3S8zGs1L2a3S4hlZfE5rt5Ys1L2a3S4hoJp1L2u3S3yXHr,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA12_FA1,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hO6HdkTHcmpGQSDWolbQvw2Jfdp1L2u3S0FpkxPpp1L2u3Sp1L2u3SbULStpGSTWsTmiH7X6,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 2,MSA12_FA2,1,1,,MSE Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SyPukfp1L2u3S52eXTIAsjOWbuHeJCVnp5bz6gYxqsu1iJOicg9KdCV6s1L2a3S4hvX7,,,,,,,,,,MSE,,,,,,,,,,,,
,Hall 3,Cooling Pipe Assembly,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19IF1qeVNPLwjwqbi5z6zYwqJ9yk96RmOfpWLgzSbhbdgI02Sfo57Do,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,EPC,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sn9s1L2a3S4hAp1L2u3SjeVYoyoUVlWqWuWUjzp151qKUDru8hODqx31yW2KvwyLp1L2u3SMP5,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,EPS3,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h5eenasaaLeiX9yi8Yi2cdItJJe00uKQuP7QavYpO70noP2i7PbeIR,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 3,FABS2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18QJJs1L2a3S4hQSb2up1L2u3S7HO5kNncMD0KzZIciEs1L2a3S4hNDvD7x2L4Vdddv6MpXazMmzS,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,Laser finishing,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18EMal6h6NjAZCYrAEbJQ5Tpwsb9HK16quYgWJlO2qTbC70tyBHoVkY,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA01_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hHtp1L2u3S0AFggIcWsGQdLEfgATIp8WPpZkZbAkhZ5HKOp1L2u3SHwit1TvExRnmD,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA0102_FA2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18VtCuG1DQ3qxV0ygTyp1L2u3Svp1L2u3SG3coCcmpTEL8R6gPF1bi4fXGdC4yYPjd1,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA02_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4htONJ0ckp1L2u3SVxMJs1L2a3S4hifG2JUQ1Y0wkrOAVp1L2u3Sp1L2u3SvuUwxuZtu985SNGi9A4Gp5,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA03_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX180I9XOYqeQhASYs1L2a3S4hrX7Uup1L2u3Swgws1L2a3S4hDVNp1L2u3SRjmiY4XyFPwXdFB9u15LVy111,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA0304_FA2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19kJ8p1L2u3SGj9r70U3kkRKNwrWBJuxX60ZQplioPE7V4vwrQ8ks1L2a3S4hy9FpG2uV,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA04_FA1.1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4h4gd13lJEWPKlxnxONMBvzNyUmZJ5GPQVqZt6kjs6vZpe5rkfg0p1L2u3S7k,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA04_FA1.2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hrRwUXBmHp1L2u3Sgpp1L2u3SyMLrrsp1L2u3Sdbs1L2a3S4hb3P8mun4rKOoGcYpAEH0D5p1L2u3SjFJgJ3qp,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA05_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18Wh9PpnsmjnVNPi0Y0TxUWmrJTEa01s1L2a3S4hDf96PMbQp1L2u3Sxcw4paLEQAnQE1,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA0507_FA2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4huoNBoQSwTdYOAB3KIRp1L2u3SxOyMSM6XPAqCPE3s1L2a3S4hkip0taaw9htaR9pLYp,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA06_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18tNX4E6hMONws5K11dg8XnwNg6MgR3fGggSn2sMFsK3ehOCAMEH9gu,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA06_FA2,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hiqWWyBf5b8saIQOljRklSblg28rVCp1wYckqQOjOp1L2u3SzdGp1L2u3SP2xoggxY,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 2,MSA07_FA1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SQxRcHWdoDzFi7ILIlE3s1L2a3S4h3Ys2ZRjw4xCVpKCrNrh0IHeyauY1AnOju,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 3,MSA08_Coating,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SWzGbEhydap1L2u3SxchtV4LcaHn49ks1L2a3S4hG9euipPS4pVAjm36r8yyg3CYes7v,,,,,,,,,,,VSM,,,,,,,,,,,
,Hall 3,MSA08_FA1.1,1,1,,MOE2 VSM Process Confirmation,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hRth182K6zZEIGsC6FxB2GMyAr98abt53YDvsqLeSCJHNrLp7IDfug,,,,,,,,,,,VSM,,,,,,,,,,,
