Functions,Hall,Line,Shift,Nr QR Codes,Day,Tag Name,Link for QR code,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,MFP-GL,MFP-Planner,PT,MSE,VSM,MFE-GL,MFE Process Engineer,MFE Process Technician,MFE Team Leader,MFE Foreman,MFE Line Responsible,MFE Maintenance coordinator,MFE Shiftleader,Quality Technician,MOE-T,MFE Equipment Engineer,MFE Technical Coordinator
,Hall 1,SMT 101,,,Thursday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Jhmv0muk9blAAn0XTmSCxxXo2qbQJBZvnbQp1L2u3SE08cA0vbAU1TCjaSH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Friday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sfjw6SZ1Z1JN3zpiBatyBgzJ6rG0kb9q43CRwFuGlWXCCJm1dMU3EH,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Saturday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19QoRsA0h5IwZvPM72t3QmpKxsUee6i6A6w4tpVqnOJANJLkxlnK0x6,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Sunday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19PwxuYXzIMKhlGRjQnEHe7OC43EdJOB82tgn0fftS5Rj2ecp1L2u3S2TU8Nl,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-FM,Hall 1,SMT 101,1,5,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Jhmv0muk9blAAn0XTmSCxxXo2qbQJBZvnbQp1L2u3SE08cA0vbAU1TCjaSH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19QoRsA0h5IwZvPM72t3QmpKxsUee6i6A6w4tpVqnOJANJLkxlnK0x6,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sfjw6SZ1Z1JN3zpiBatyBgzJ6rG0kb9q43CRwFuGlWXCCJm1dMU3EH,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19Vp7Es1L2a3S4hzPVvjLzEJvpif3smLPC2ZzxUCz3mZvslh03I3g78p1L2u3Sy82g4Be,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 101,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18A4UhbWs1L2a3S4hpupcRauxvxREmZskNIw3rp1L2u3ScXV2PgC85YZ88kp1L2u3S70RISc0ZC,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 102,1,7,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19mkXu6pu14ifTXjB3yKp1L2u3S8Rs1L2a3S4hxJL34jmgCiX7Uj6XG4Ovaes3eGWguxX,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SQxIQQNp0GFJEJhvAe1Yvxu6tHG4bJkK0D0WJLHAjpBaB4FA4e1Rwu,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SZ6Jv5uuFvlg22FnLOAp1L2u3S8ZnMRFp1L2u3SIAE2yqMGbcLLZgqK6B7hH4iEbLD,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SqgWLkMDyryaBrKPgq7r52SZp1L2u3Ss1L2a3S4htqeUQxeysDIde0ImcwNbp1L2u3SoyIMdPA,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MfG5xlDp1L2u3Sk8hEcUI8xgHCsJZgFQA0aONYAYZUPaLiNFuo7KO9mfa1e,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Saturday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hJR54Cb5FosHmIlv4sAmPbuwZgkMv1CYsBNl4dHdn8e0o3FzTl6p1L2u3Sgu,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Sunday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SZ6Jv5uuFvlg22FnLOAp1L2u3S8ZnMRFp1L2u3SIAE2yqMGbcLLZgqK6B7hH4iEbLD,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 102,2,7,Monday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SZ6Jv5uuFvlg22FnLOAp1L2u3S8ZnMRFp1L2u3SIAE2yqMGbcLLZgqK6B7hH4iEbLD,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Tuesday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19mkXu6pu14ifTXjB3yKp1L2u3S8Rs1L2a3S4hxJL34jmgCiX7Uj6XG4Ovaes3eGWguxX,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Wednesday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MfG5xlDp1L2u3Sk8hEcUI8xgHCsJZgFQA0aONYAYZUPaLiNFuo7KO9mfa1e,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Thursday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19mkXu6pu14ifTXjB3yKp1L2u3S8Rs1L2a3S4hxJL34jmgCiX7Uj6XG4Ovaes3eGWguxX,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Friday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SZ6Jv5uuFvlg22FnLOAp1L2u3S8ZnMRFp1L2u3SIAE2yqMGbcLLZgqK6B7hH4iEbLD,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Saturday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SQxIQQNp0GFJEJhvAe1Yvxu6tHG4bJkK0D0WJLHAjpBaB4FA4e1Rwu,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Sunday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1s1L2a3S4hJR54Cb5FosHmIlv4sAmPbuwZgkMv1CYsBNl4dHdn8e0o3FzTl6p1L2u3Sgu,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-FM,Hall 1,SMT 102,1,5,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19mkXu6pu14ifTXjB3yKp1L2u3S8Rs1L2a3S4hxJL34jmgCiX7Uj6XG4Ovaes3eGWguxX,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SQxIQQNp0GFJEJhvAe1Yvxu6tHG4bJkK0D0WJLHAjpBaB4FA4e1Rwu,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SZ6Jv5uuFvlg22FnLOAp1L2u3S8ZnMRFp1L2u3SIAE2yqMGbcLLZgqK6B7hH4iEbLD,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SqgWLkMDyryaBrKPgq7r52SZp1L2u3Ss1L2a3S4htqeUQxeysDIde0ImcwNbp1L2u3SoyIMdPA,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 102,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MfG5xlDp1L2u3Sk8hEcUI8xgHCsJZgFQA0aONYAYZUPaLiNFuo7KO9mfa1e,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 103,1,7,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdmzKscCJ2epnn9SQc1GibdjTH9C0rGVvOUu5PyaTCCLBKvxObkVTH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SfAbYbxBSCGh3jsvFAvQK8Ypu8BhJiyMagIBrHeNXE9wEBvWFKWuhY,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19LZHe4p3ofZ69fkNjOnM8Rff7H4u6uA8DTTTmgoaPmAdKjOpCcp1L2u3Siva,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19DqjlnsKOoV07RGKvsU718koGdXGSvsPEyx2o6QG0Oo7qYWfmVbPGV,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18M9JlRPowoOosN56lvmYB8pn2yMp1L2u3SBHGU3OXj812b74cKmO8Rmj3Xdq,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Saturday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SwTLrHNHcYzNMKGLZAhepC9IqmLsi1EwRyTmosU0uE0F2ZJaNftp2l,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Sunday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SfAbYbxBSCGh3jsvFAvQK8Ypu8BhJiyMagIBrHeNXE9wEBvWFKWuhY,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 103,2,7,Monday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19LZHe4p3ofZ69fkNjOnM8Rff7H4u6uA8DTTTmgoaPmAdKjOpCcp1L2u3Siva,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Tuesday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdmzKscCJ2epnn9SQc1GibdjTH9C0rGVvOUu5PyaTCCLBKvxObkVTH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Wednesday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18M9JlRPowoOosN56lvmYB8pn2yMp1L2u3SBHGU3OXj812b74cKmO8Rmj3Xdq,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Thursday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdmzKscCJ2epnn9SQc1GibdjTH9C0rGVvOUu5PyaTCCLBKvxObkVTH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Friday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19LZHe4p3ofZ69fkNjOnM8Rff7H4u6uA8DTTTmgoaPmAdKjOpCcp1L2u3Siva,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Saturday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SfAbYbxBSCGh3jsvFAvQK8Ypu8BhJiyMagIBrHeNXE9wEBvWFKWuhY,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Sunday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SwTLrHNHcYzNMKGLZAhepC9IqmLsi1EwRyTmosU0uE0F2ZJaNftp2l,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-FM,Hall 1,SMT 103,1,5,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdmzKscCJ2epnn9SQc1GibdjTH9C0rGVvOUu5PyaTCCLBKvxObkVTH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SfAbYbxBSCGh3jsvFAvQK8Ypu8BhJiyMagIBrHeNXE9wEBvWFKWuhY,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19LZHe4p3ofZ69fkNjOnM8Rff7H4u6uA8DTTTmgoaPmAdKjOpCcp1L2u3Siva,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19DqjlnsKOoV07RGKvsU718koGdXGSvsPEyx2o6QG0Oo7qYWfmVbPGV,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 103,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX18M9JlRPowoOosN56lvmYB8pn2yMp1L2u3SBHGU3OXj812b74cKmO8Rmj3Xdq,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 104,1,7,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sd3sbgNPRr5oqZgoRuj9oNSGwynCybGjboVsLLPFQB79eziIX78bfH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SX13YCcMMYTjs1L2a3S4hWaJiD25bdpQI0PVidP9cYIE5Re2itIz1KSJ6pqsfc,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MFdfllqYvnctfBaus1L2a3S4hWXG6Ra2w55goRRm7D71MMhhSPCK4As1L2a3S4hZSezjm,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Thursday,DLR,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19hCfg6bAXjAb0K6VuUGRjnPRipimTgV1ukkofHiiRMpdR8vOfKSo29,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Friday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdpVyACMF54lotbimQWNaIuu5S3b0UxIc6LDIFplhHdRBQrxvT2Yaa,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Saturday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3S5NjEdLnOnoZMogftzHMKcCyL5hKk6ouwptzjXgrYxP5ZEMIz7Tzzn,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Sunday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SX13YCcMMYTjs1L2a3S4hWaJiD25bdpQI0PVidP9cYIE5Re2itIz1KSJ6pqsfc,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-SL,Hall 1,SMT 104,2,7,Monday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MFdfllqYvnctfBaus1L2a3S4hWXG6Ra2w55goRRm7D71MMhhSPCK4As1L2a3S4hZSezjm,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Tuesday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sd3sbgNPRr5oqZgoRuj9oNSGwynCybGjboVsLLPFQB79eziIX78bfH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Wednesday,HSE SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SdpVyACMF54lotbimQWNaIuu5S3b0UxIc6LDIFplhHdRBQrxvT2Yaa,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Thursday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sd3sbgNPRr5oqZgoRuj9oNSGwynCybGjboVsLLPFQB79eziIX78bfH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Friday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MFdfllqYvnctfBaus1L2a3S4hWXG6Ra2w55goRRm7D71MMhhSPCK4As1L2a3S4hZSezjm,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Saturday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SX13YCcMMYTjs1L2a3S4hWaJiD25bdpQI0PVidP9cYIE5Re2itIz1KSJ6pqsfc,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Sunday,SMT Core Checklist,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3S5NjEdLnOnoZMogftzHMKcCyL5hKk6ouwptzjXgrYxP5ZEMIz7Tzzn,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
MFO-FM,Hall 1,SMT 104,1,5,Monday,14Q SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3Sd3sbgNPRr5oqZgoRuj9oNSGwynCybGjboVsLLPFQB79eziIX78bfH,,MFO-SL,MFO-FM,MFO-GL,MFQ-GL,MFQ-Planner,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Tuesday,Line Focus SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX1p1L2u3SX13YCcMMYTjs1L2a3S4hWaJiD25bdpQI0PVidP9cYIE5Re2itIz1KSJ6pqsfc,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
,Hall 1,SMT 104,,,Wednesday,5S SMT,https://bbm-elpc.bosch.tech/eLPC/CljP/calendar;auditid=U2FsdGVkX19MFdfllqYvnctfBaus1L2a3S4hWXG6Ra2w55goRRm7D71MMhhSPCK4As1L2a3S4hZSezjm,,MFO-SL,MFO-FM,MFO-GL,,,,,,,VSM,,,,,,,,,,,,
